experiment_run_id,manifest_id,source_git_commit,episode_id,seed,condition_id_oracle,initial_success,decision_required,initial_steps,initial_final_object_goal_distance,probe_steps,paired_candidate_eligible,ineligibility_reason,operational_index,evaluator_collection_steps,candidate_id,paired_verification_seed,verification_status,verification_success,verification_steps,final_object_goal_distance,observed_progress,outcome_timestamp_ns
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,76,2275,fault_05,False,True,500,0.2973483322502423,64,True,,23,1564,INDEPENDENT_STOCHASTIC_RETRY,4007870998,INCONCLUSIVE,False,500,0.13517669117472117,0.16217164107552115,163765282219400
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,78,2277,fault_05,False,True,500,0.1791208032119081,64,True,,24,1064,BOUNDED_PLANAR_COMPENSATION,2086368822,REJECTED,False,500,0.19988082457833783,-0.020760021366429737,163771247936400
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,78,2277,fault_05,False,True,500,0.1791208032119081,64,True,,24,1564,INDEPENDENT_STOCHASTIC_RETRY,2086368822,REJECTED,False,500,0.31856044944267564,-0.13943964623076754,163772746717400
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,84,2283,fault_05,False,True,500,0.15943733496844903,64,True,,25,810,BOUNDED_PLANAR_COMPENSATION,2114267766,ACCEPTED,True,246,0.04956349916758559,0.10987383580086343,163783177123800
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,84,2283,fault_05,False,True,500,0.15943733496844903,64,True,,25,897,INDEPENDENT_STOCHASTIC_RETRY,2114267766,ACCEPTED,True,87,0.04944371141436878,0.10999362355408025,163784216984300
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,85,2284,fault_05,False,True,500,0.13957202534904925,64,True,,26,1064,BOUNDED_PLANAR_COMPENSATION,1272881530,INCONCLUSIVE,False,500,0.13561781040793375,0.0039542149411155025,163788626359100
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,85,2284,fault_05,False,True,500,0.13957202534904925,64,True,,26,1564,INDEPENDENT_STOCHASTIC_RETRY,1272881530,REJECTED,False,500,0.19124418445451088,-0.051672159105461635,163790099805800
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,86,2285,fault_05,False,True,500,0.06768708894108351,64,True,,27,1064,BOUNDED_PLANAR_COMPENSATION,1085325633,REJECTED,False,500,0.1885005499252566,-0.1208134609841731,163794456501500
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,86,2285,fault_05,False,True,500,0.06768708894108351,64,True,,27,1149,INDEPENDENT_STOCHASTIC_RETRY,1085325633,ACCEPTED,True,85,0.04945462932865756,0.01823245961242595,163795519241800
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,91,2290,fault_05,False,True,500,0.2308654559007181,64,True,,28,1064,BOUNDED_PLANAR_COMPENSATION,1579063098,REJECTED,False,500,0.47252709068919335,-0.24166163478847524,163805471313000
