experiment_run_id,manifest_id,source_git_commit,episode_id,seed,condition_id_oracle,initial_success,decision_required,initial_steps,initial_final_object_goal_distance,probe_steps,paired_candidate_eligible,ineligibility_reason,operational_index,evaluator_collection_steps
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,58,2557,fault_05,True,False,64,0.04950669321000592,0,False,initial_success,0,64
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,59,2558,fault_05,False,True,500,0.1542871677677882,64,True,,21,1564
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,60,2559,fault_05,True,False,80,0.048337493177388766,0,False,initial_success,0,80
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,61,2560,fault_05,True,False,164,0.04573588806659036,0,False,initial_success,0,164
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,62,2561,fault_05,True,False,68,0.04800275094900855,0,False,initial_success,0,68
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,63,2562,fault_05,False,True,500,0.12549614149316704,64,True,,22,1151
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,64,2563,fault_05,False,True,500,0.10025829268410709,64,True,,23,1236
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,65,2564,fault_05,True,False,85,0.049642115686417146,0,False,initial_success,0,85
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,66,2565,fault_05,True,False,95,0.046307313876673334,0,False,initial_success,0,95
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,67,2566,fault_05,True,False,76,0.04766279662280902,0,False,initial_success,0,76
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,68,2567,fault_05,True,False,163,0.04989933654038092,0,False,initial_success,0,163
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,69,2568,fault_05,False,True,500,0.2786256898313112,64,True,,24,1186
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,70,2569,fault_05,True,False,95,0.04661034406463423,0,False,initial_success,0,95
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,71,2570,fault_05,True,False,142,0.04892341854317239,0,False,initial_success,0,142
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,72,2571,fault_05,True,False,93,0.04878570734794103,0,False,initial_success,0,93
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,73,2572,fault_05,True,False,163,0.04820536052352847,0,False,initial_success,0,163
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,74,2573,fault_05,True,False,148,0.047766201482562616,0,False,initial_success,0,148
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,75,2574,fault_05,False,True,500,0.3381048627548933,64,True,,25,1224
